,featurecode,years,units,value,region_of_residence,breakdown_of_domestic_tourism
433,S12000008,2011-2013,Thousand Nights,102,England,Nights
434,S12000008,2016-2018,million pounds (GBP),7,Scotland,Expenditure
435,S12000008,2015-2017,Thousand Nights,117,England,Nights
436,S12000008,2015-2017,Thousand Nights,174,All of GB,Nights
437,S12000008,2013-2015,Thousand Nights,61,Scotland,Nights
438,S12000008,2009-2011,Thousand Nights,198,England,Nights
439,S12000008,2012-2014,Thousand Nights,154,All of GB,Nights
440,S12000008,2011-2013,Thousand Nights,52,Scotland,Nights
441,S12000008,2015-2017,million pounds (GBP),7,Scotland,Expenditure
442,S12000008,2009-2011,Thousand Visits,48,Scotland,Visits
443,S12000008,2012-2014,Thousand Nights,58,Scotland,Nights
444,S12000008,2009-2011,million pounds (GBP),4,Scotland,Expenditure
445,S12000008,2013-2015,million pounds (GBP),5,Scotland,Expenditure
446,S12000008,2011-2013,Thousand Visits,69,All of GB,Visits
447,S12000008,2011-2013,million pounds (GBP),9,All of GB,Expenditure
448,S12000008,2009-2011,Thousand Nights,173,Scotland,Nights
449,S12000008,2010-2012,Thousand Visits,36,Scotland,Visits
450,S12000008,2011-2013,million pounds (GBP),3,Scotland,Expenditure
451,S12000008,2017-2019,Thousand Nights,167,England,Nights
452,S12000008,2016-2018,Thousand Visits,40,England,Visits
453,S12000008,2016-2018,Thousand Nights,38,Scotland,Nights
454,S12000008,2017-2019,Thousand Nights,223,All of GB,Nights
455,S12000008,2014-2016,Thousand Nights,84,England,Nights
456,S12000008,2012-2014,million pounds (GBP),6,Scotland,Expenditure
457,S12000008,2010-2012,million pounds (GBP),4,Scotland,Expenditure
458,S12000008,2013-2015,Thousand Nights,105,England,Nights
459,S12000008,2017-2019,million pounds (GBP),8,England,Expenditure
460,S12000008,2015-2017,Thousand Nights,41,Scotland,Nights
461,S12000008,2017-2019,Thousand Nights,49,Scotland,Nights
462,S12000008,2015-2017,Thousand Visits,22,Scotland,Visits
463,S12000008,2013-2015,Thousand Nights,166,All of GB,Nights
464,S12000008,2014-2016,Thousand Nights,130,All of GB,Nights
465,S12000008,2011-2013,Thousand Nights,155,All of GB,Nights
466,S12000008,2012-2014,Thousand Visits,31,Scotland,Visits
467,S12000008,2014-2016,million pounds (GBP),4,Scotland,Expenditure
468,S12000008,2010-2012,Thousand Visits,33,England,Visits
469,S12000008,2009-2011,million pounds (GBP),5,England,Expenditure
470,S12000008,2017-2019,Thousand Visits,21,Scotland,Visits
471,S12000008,2010-2012,Thousand Nights,100,Scotland,Nights
472,S12000008,2011-2013,Thousand Visits,35,England,Visits
473,S12000008,2016-2018,Thousand Visits,19,Scotland,Visits
474,S12000008,2014-2016,Thousand Visits,49,All of GB,Visits
475,S12000008,2015-2017,Thousand Visits,59,All of GB,Visits
476,S12000008,2011-2013,Thousand Visits,33,Scotland,Visits
477,S12000008,2014-2016,Thousand Visits,22,Scotland,Visits
478,S12000008,2014-2016,Thousand Nights,46,Scotland,Nights
479,S12000008,2013-2015,million pounds (GBP),10,All of GB,Expenditure
480,S12000008,2009-2011,Thousand Nights,372,All of GB,Nights
481,S12000008,2012-2014,Thousand Nights,95,England,Nights
482,S12000008,2010-2012,Thousand Nights,182,All of GB,Nights
483,S12000008,2016-2018,Thousand Visits,60,All of GB,Visits
484,S12000008,2010-2012,million pounds (GBP),8,All of GB,Expenditure
485,S12000008,2009-2011,million pounds (GBP),9,All of GB,Expenditure
486,S12000010,2012-2014,Thousand Visits,80,England,Visits
487,S12000010,2013-2015,Thousand Visits,168,All of GB,Visits
488,S12000010,2011-2013,Thousand Visits,132,Scotland,Visits
489,S12000010,2012-2014,million pounds (GBP),33,All of GB,Expenditure
490,S12000010,2010-2012,Thousand Visits,212,All of GB,Visits
491,S12000010,2011-2013,Thousand Nights,430,England,Nights
492,S12000010,2016-2018,million pounds (GBP),17,England,Expenditure
493,S12000010,2017-2019,Thousand Visits,153,All of GB,Visits
494,S12000010,2010-2012,Thousand Nights,358,England,Nights
495,S12000010,2014-2016,million pounds (GBP),12,Scotland,Expenditure
496,S12000010,2015-2017,million pounds (GBP),13,Scotland,Expenditure
497,S12000010,2012-2014,Thousand Visits,117,Scotland,Visits
498,S12000010,2010-2012,Thousand Nights,471,Scotland,Nights
499,S12000010,2016-2018,Thousand Nights,740,All of GB,Nights
500,S12000010,2009-2011,Thousand Visits,100,Scotland,Visits
501,S12000010,2011-2013,Thousand Visits,78,England,Visits
502,S12000010,2014-2016,Thousand Nights,760,All of GB,Nights
503,S12000010,2012-2014,Thousand Nights,390,Scotland,Nights
504,S12000010,2013-2015,Thousand Visits,83,England,Visits
505,S12000010,2014-2016,million pounds (GBP),33,All of GB,Expenditure
506,S12000010,2011-2013,Thousand Nights,887,All of GB,Nights
507,S12000010,2010-2012,Thousand Visits,66,England,Visits
508,S12000010,2013-2015,Thousand Nights,321,Scotland,Nights
509,S12000010,2017-2019,million pounds (GBP),34,All of GB,Expenditure
510,S12000010,2014-2016,Thousand Visits,172,All of GB,Visits
511,S12000010,2016-2018,Thousand Visits,161,All of GB,Visits
512,S12000010,2013-2015,Thousand Nights,600,All of GB,Nights
513,S12000010,2012-2014,Thousand Nights,296,England,Nights
514,S12000010,2016-2018,Thousand Nights,289,Scotland,Nights
515,S12000010,2009-2011,Thousand Visits,42,England,Visits
516,S12000010,2012-2014,Thousand Nights,701,All of GB,Nights
517,S12000010,2016-2018,Thousand Nights,451,England,Nights
518,S12000010,2009-2011,million pounds (GBP),20,All of GB,Expenditure
519,S12000010,2013-2015,Thousand Nights,265,England,Nights
520,S12000010,2012-2014,Thousand Visits,200,All of GB,Visits
521,S12000010,2015-2017,Thousand Visits,70,Scotland,Visits
522,S12000010,2013-2015,million pounds (GBP),32,All of GB,Expenditure
523,S12000010,2017-2019,Thousand Nights,328,Scotland,Nights
524,S12000010,2017-2019,Thousand Visits,94,Scotland,Visits
525,S12000010,2014-2016,Thousand Nights,250,Scotland,Nights
526,S12000010,2009-2011,Thousand Nights,264,England,Nights
527,S12000010,2010-2012,million pounds (GBP),31,All of GB,Expenditure
528,S12000010,2016-2018,Thousand Visits,87,Scotland,Visits
529,S12000010,2013-2015,million pounds (GBP),17,England,Expenditure
530,S12000010,2015-2017,million pounds (GBP),17,England,Expenditure
531,S12000010,2016-2018,million pounds (GBP),16,Scotland,Expenditure
532,S12000010,2017-2019,million pounds (GBP),18,Scotland,Expenditure
533,S12000010,2016-2018,Thousand Visits,74,England,Visits
534,S12000010,2015-2017,Thousand Nights,485,England,Nights
535,S12000010,2015-2017,Thousand Nights,283,Scotland,Nights
536,S12000010,2011-2013,million pounds (GBP),33,All of GB,Expenditure
537,S12000010,2011-2013,million pounds (GBP),14,Scotland,Expenditure
538,S12000010,2016-2018,million pounds (GBP),32,All of GB,Expenditure
539,S12000010,2009-2011,million pounds (GBP),8,England,Expenditure
540,S12000010,2009-2011,Thousand Nights,614,All of GB,Nights
541,S12000010,2014-2016,Thousand Visits,69,Scotland,Visits
542,S12000010,2014-2016,Thousand Nights,510,England,Nights
543,S12000010,2015-2017,million pounds (GBP),31,All of GB,Expenditure
544,S12000010,2010-2012,Thousand Nights,834,All of GB,Nights
545,S12000010,2011-2013,Thousand Nights,438,Scotland,Nights
546,S12000010,2010-2012,Thousand Visits,141,Scotland,Visits
547,S12000010,2011-2013,Thousand Visits,217,All of GB,Visits
548,S12000010,2012-2014,million pounds (GBP),16,England,Expenditure
549,S12000010,2013-2015,Thousand Visits,83,Scotland,Visits
550,S12000010,2015-2017,Thousand Visits,154,All of GB,Visits
551,S12000010,2013-2015,million pounds (GBP),12,Scotland,Expenditure
552,S12000010,2014-2016,million pounds (GBP),21,England,Expenditure
553,S12000010,2011-2013,million pounds (GBP),16,England,Expenditure
554,S12000010,2017-2019,Thousand Nights,506,All of GB,Nights
555,S12000010,2012-2014,million pounds (GBP),14,Scotland,Expenditure
556,S12000010,2010-2012,million pounds (GBP),14,England,Expenditure
557,S12000010,2009-2011,million pounds (GBP),11,Scotland,Expenditure
558,S12000010,2009-2011,Thousand Visits,146,All of GB,Visits
559,S12000010,2015-2017,Thousand Visits,84,England,Visits
560,S12000010,2015-2017,Thousand Nights,767,All of GB,Nights
561,S12000010,2009-2011,Thousand Nights,345,Scotland,Nights
562,S12000010,2017-2019,Thousand Visits,58,England,Visits
563,S12000010,2017-2019,Thousand Nights,178,England,Nights
564,S12000010,2010-2012,million pounds (GBP),16,Scotland,Expenditure
565,S12000010,2017-2019,million pounds (GBP),16,England,Expenditure
566,S12000010,2014-2016,Thousand Visits,102,England,Visits
567,S12000011,2012-2014,million pounds (GBP),0,Scotland,Expenditure
568,S12000011,2009-2011,Thousand Nights,3,England,Nights
569,S12000011,2013-2015,Thousand Nights,0,All of GB,Nights
570,S12000011,2014-2016,Thousand Visits,4,England,Visits
571,S12000011,2011-2013,million pounds (GBP),1,Scotland,Expenditure
572,S12000011,2014-2016,Thousand Nights,0,Scotland,Nights
573,S12000011,2014-2016,Thousand Visits,0,Scotland,Visits
574,S12000011,2017-2019,Thousand Visits,5,England,Visits
575,S12000011,2012-2014,million pounds (GBP),0,England,Expenditure
576,S12000011,2013-2015,million pounds (GBP),0,England,Expenditure
577,S12000011,2015-2017,million pounds (GBP),0,England,Expenditure
578,S12000011,2010-2012,Thousand Nights,15,All of GB,Nights
579,S12000011,2009-2011,Thousand Nights,15,All of GB,Nights
580,S12000011,2012-2014,Thousand Nights,0,All of GB,Nights
581,S12000011,2017-2019,million pounds (GBP),0,Scotland,Expenditure
582,S12000011,2017-2019,Thousand Visits,2,Scotland,Visits
583,S12000011,2014-2016,million pounds (GBP),0,England,Expenditure
584,S12000011,2015-2017,Thousand Visits,10,All of GB,Visits
585,S12000011,2017-2019,Thousand Visits,9,All of GB,Visits
586,S12000011,2011-2013,Thousand Visits,1,England,Visits
587,S12000011,2013-2015,Thousand Visits,0,All of GB,Visits
588,S12000011,2016-2018,Thousand Nights,11,England,Nights
589,S12000011,2016-2018,million pounds (GBP),0,England,Expenditure
590,S12000011,2011-2013,Thousand Nights,7,All of GB,Nights
591,S12000011,2012-2014,Thousand Nights,0,Scotland,Nights
592,S12000011,2016-2018,Thousand Visits,10,All of GB,Visits
593,S12000011,2015-2017,Thousand Nights,17,All of GB,Nights
594,S12000011,2011-2013,million pounds (GBP),0,England,Expenditure
595,S12000011,2017-2019,Thousand Nights,14,All of GB,Nights
596,S12000011,2012-2014,Thousand Visits,0,All of GB,Visits
597,S12000011,2010-2012,Thousand Nights,13,Scotland,Nights
598,S12000011,2015-2017,Thousand Visits,7,England,Visits
599,S12000011,2017-2019,Thousand Nights,8,England,Nights
600,S12000011,2013-2015,million pounds (GBP),0,Scotland,Expenditure
601,S12000011,2010-2012,million pounds (GBP),1,Scotland,Expenditure
602,S12000011,2016-2018,million pounds (GBP),1,All of GB,Expenditure
603,S12000011,2015-2017,Thousand Nights,11,England,Nights
604,S12000011,2011-2013,Thousand Nights,4,Scotland,Nights
605,S12000011,2011-2013,Thousand Nights,3,England,Nights
606,S12000011,2013-2015,Thousand Visits,0,England,Visits
607,S12000011,2016-2018,Thousand Visits,7,England,Visits
608,S12000011,2014-2016,Thousand Nights,8,All of GB,Nights
609,S12000011,2009-2011,Thousand Visits,7,Scotland,Visits
610,S12000011,2009-2011,million pounds (GBP),1,Scotland,Expenditure
611,S12000011,2016-2018,million pounds (GBP),0,Scotland,Expenditure
612,S12000011,2015-2017,million pounds (GBP),0,Scotland,Expenditure
613,S12000011,2014-2016,million pounds (GBP),0,Scotland,Expenditure
614,S12000011,2012-2014,Thousand Visits,0,Scotland,Visits
615,S12000011,2009-2011,Thousand Visits,8,All of GB,Visits
616,S12000011,2016-2018,Thousand Nights,17,All of GB,Nights
617,S12000011,2011-2013,Thousand Visits,1,Scotland,Visits
618,S12000011,2014-2016,million pounds (GBP),0,All of GB,Expenditure
619,S12000011,2010-2012,Thousand Visits,8,All of GB,Visits
620,S12000011,2016-2018,Thousand Visits,2,Scotland,Visits
621,S12000011,2013-2015,million pounds (GBP),0,All of GB,Expenditure
622,S12000011,2011-2013,million pounds (GBP),1,All of GB,Expenditure
623,S12000011,2010-2012,Thousand Visits,7,Scotland,Visits
624,S12000011,2009-2011,Thousand Nights,13,Scotland,Nights
625,S12000011,2014-2016,Thousand Nights,8,England,Nights
626,S12000011,2017-2019,Thousand Nights,2,Scotland,Nights
627,S12000011,2009-2011,million pounds (GBP),1,All of GB,Expenditure
628,S12000011,2013-2015,Thousand Visits,0,Scotland,Visits
629,S12000011,2010-2012,million pounds (GBP),1,All of GB,Expenditure
630,S12000011,2014-2016,Thousand Visits,4,All of GB,Visits
631,S12000011,2010-2012,Thousand Nights,3,England,Nights
632,S12000011,2013-2015,Thousand Nights,0,Scotland,Nights
633,S12000011,2010-2012,million pounds (GBP),0,England,Expenditure
634,S12000011,2012-2014,Thousand Visits,0,England,Visits
635,S12000011,2009-2011,Thousand Visits,1,England,Visits
636,S12000011,2010-2012,Thousand Visits,1,England,Visits
637,S12000011,2015-2017,million pounds (GBP),1,All of GB,Expenditure
638,S12000011,2009-2011,million pounds (GBP),0,England,Expenditure
639,S12000011,2011-2013,Thousand Visits,3,All of GB,Visits
640,S12000011,2012-2014,Thousand Nights,0,England,Nights
641,S12000011,2017-2019,million pounds (GBP),1,All of GB,Expenditure
642,S12000011,2017-2019,million pounds (GBP),0,England,Expenditure
643,S12000011,2012-2014,million pounds (GBP),0,All of GB,Expenditure
644,S12000011,2015-2017,Thousand Nights,2,Scotland,Nights
645,S12000011,2016-2018,Thousand Nights,2,Scotland,Nights
646,S12000011,2013-2015,Thousand Nights,0,England,Nights
647,S12000011,2015-2017,Thousand Visits,2,Scotland,Visits
648,S12000013,2015-2017,Thousand Visits,87,Scotland,Visits
649,S12000013,2011-2013,million pounds (GBP),16,England,Expenditure
650,S12000013,2015-2017,Thousand Nights,363,Scotland,Nights
651,S12000013,2013-2015,Thousand Nights,273,England,Nights
652,S12000013,2010-2012,Thousand Nights,232,England,Nights
653,S12000013,2011-2013,Thousand Nights,237,England,Nights
654,S12000013,2014-2016,Thousand Nights,351,England,Nights
655,S12000013,2016-2018,Thousand Nights,547,England,Nights
656,S12000013,2015-2017,million pounds (GBP),18,England,Expenditure
657,S12000013,2010-2012,Thousand Nights,341,Scotland,Nights
658,S12000013,2012-2014,Thousand Nights,681,All of GB,Nights
659,S12000013,2014-2016,Thousand Visits,59,England,Visits
660,S12000013,2013-2015,Thousand Nights,681,All of GB,Nights
661,S12000013,2009-2011,Thousand Nights,453,All of GB,Nights
662,S12000013,2012-2014,million pounds (GBP),17,England,Expenditure
663,S12000013,2011-2013,Thousand Nights,599,All of GB,Nights
664,S12000013,2010-2012,Thousand Nights,588,All of GB,Nights
665,S12000013,2014-2016,Thousand Nights,663,All of GB,Nights
666,S12000013,2012-2014,Thousand Visits,112,All of GB,Visits
667,S12000013,2017-2019,Thousand Nights,1212,All of GB,Nights
668,S12000013,2015-2017,Thousand Nights,363,England,Nights
669,S12000013,2012-2014,Thousand Visits,35,England,Visits
670,S12000013,2015-2017,Thousand Nights,726,All of GB,Nights
671,S12000013,2014-2016,Thousand Nights,293,Scotland,Nights
672,S12000013,2009-2011,Thousand Nights,249,Scotland,Nights
673,S12000013,2010-2012,Thousand Visits,95,All of GB,Visits
674,S12000013,2013-2015,Thousand Nights,390,Scotland,Nights
675,S12000013,2016-2018,million pounds (GBP),18,England,Expenditure
676,S12000013,2016-2018,Thousand Nights,984,All of GB,Nights
677,S12000013,2010-2012,Thousand Visits,35,England,Visits
678,S12000013,2012-2014,Thousand Nights,425,Scotland,Nights
679,S12000013,2017-2019,Thousand Nights,541,England,Nights
680,S12000013,2017-2019,Thousand Nights,646,Scotland,Nights
681,S12000013,2012-2014,Thousand Nights,238,England,Nights
682,S12000013,2012-2014,Thousand Visits,75,Scotland,Visits
683,S12000013,2009-2011,Thousand Visits,35,England,Visits
684,S12000013,2009-2011,Thousand Nights,190,England,Nights
685,S12000013,2016-2018,Thousand Nights,411,Scotland,Nights
686,S12000013,2011-2013,Thousand Nights,347,Scotland,Nights
687,S12000013,2010-2012,million pounds (GBP),33,All of GB,Expenditure
688,S12000013,2011-2013,Thousand Visits,60,Scotland,Visits
689,S12000013,2009-2011,Thousand Visits,46,Scotland,Visits
690,S12000013,2009-2011,million pounds (GBP),23,All of GB,Expenditure
691,S12000013,2013-2015,Thousand Visits,68,Scotland,Visits
692,S12000013,2016-2018,Thousand Visits,105,Scotland,Visits
693,S12000013,2011-2013,million pounds (GBP),36,All of GB,Expenditure
694,S12000013,2010-2012,Thousand Visits,57,Scotland,Visits
695,S12000013,2014-2016,million pounds (GBP),37,All of GB,Expenditure
696,S12000013,2016-2018,Thousand Visits,61,England,Visits
697,S12000013,2017-2019,Thousand Visits,201,All of GB,Visits
698,S12000013,2014-2016,Thousand Visits,121,All of GB,Visits
699,S12000013,2012-2014,million pounds (GBP),44,All of GB,Expenditure
700,S12000013,2016-2018,million pounds (GBP),38,All of GB,Expenditure
701,S12000013,2017-2019,million pounds (GBP),62,All of GB,Expenditure
702,S12000013,2011-2013,Thousand Visits,35,England,Visits
703,S12000013,2013-2015,million pounds (GBP),41,All of GB,Expenditure
704,S12000013,2015-2017,Thousand Visits,54,England,Visits
705,S12000013,2015-2017,million pounds (GBP),33,All of GB,Expenditure
706,S12000013,2016-2018,Thousand Visits,168,All of GB,Visits
707,S12000013,2016-2018,million pounds (GBP),18,Scotland,Expenditure
708,S12000013,2014-2016,million pounds (GBP),13,Scotland,Expenditure
709,S12000013,2017-2019,million pounds (GBP),37,Scotland,Expenditure
710,S12000013,2012-2014,million pounds (GBP),25,Scotland,Expenditure
711,S12000013,2017-2019,Thousand Visits,146,Scotland,Visits
712,S12000013,2009-2011,million pounds (GBP),13,Scotland,Expenditure
713,S12000013,2010-2012,million pounds (GBP),16,Scotland,Expenditure
714,S12000013,2015-2017,Thousand Visits,141,All of GB,Visits
715,S12000013,2014-2016,Thousand Visits,60,Scotland,Visits
716,S12000013,2013-2015,Thousand Visits,45,England,Visits
717,S12000013,2013-2015,million pounds (GBP),21,Scotland,Expenditure
718,S12000013,2009-2011,million pounds (GBP),9,England,Expenditure
719,S12000013,2015-2017,million pounds (GBP),15,Scotland,Expenditure
720,S12000013,2011-2013,Thousand Visits,98,All of GB,Visits
721,S12000013,2010-2012,million pounds (GBP),16,England,Expenditure
722,S12000013,2011-2013,million pounds (GBP),19,Scotland,Expenditure
723,S12000013,2017-2019,million pounds (GBP),23,England,Expenditure
724,S12000013,2009-2011,Thousand Visits,84,All of GB,Visits
725,S12000013,2017-2019,Thousand Visits,54,England,Visits
726,S12000013,2013-2015,Thousand Visits,115,All of GB,Visits
727,S12000013,2013-2015,million pounds (GBP),18,England,Expenditure
728,S12000013,2014-2016,million pounds (GBP),20,England,Expenditure
729,S12000014,2014-2016,Thousand Visits,217,All of GB,Visits
730,S12000014,2016-2018,million pounds (GBP),14,Scotland,Expenditure
731,S12000014,2011-2013,Thousand Nights,130,Scotland,Nights
732,S12000014,2014-2016,million pounds (GBP),14,England,Expenditure
733,S12000014,2012-2014,million pounds (GBP),17,All of GB,Expenditure
734,S12000014,2015-2017,Thousand Visits,54,England,Visits
735,S12000014,2011-2013,Thousand Nights,320,All of GB,Nights
736,S12000014,2016-2018,Thousand Nights,602,All of GB,Nights
737,S12000014,2016-2018,Thousand Visits,65,England,Visits
738,S12000014,2011-2013,million pounds (GBP),18,All of GB,Expenditure
739,S12000014,2013-2015,Thousand Visits,49,Scotland,Visits
740,S12000014,2011-2013,Thousand Nights,190,England,Nights
741,S12000014,2009-2011,Thousand Visits,146,All of GB,Visits
742,S12000014,2010-2012,Thousand Nights,150,Scotland,Nights
743,S12000014,2010-2012,Thousand Nights,289,England,Nights
744,S12000014,2015-2017,Thousand Nights,221,England,Nights
745,S12000014,2010-2012,Thousand Nights,440,All of GB,Nights
746,S12000014,2014-2016,Thousand Visits,151,Scotland,Visits
747,S12000014,2009-2011,Thousand Visits,83,England,Visits
748,S12000014,2010-2012,million pounds (GBP),24,All of GB,Expenditure
749,S12000014,2017-2019,Thousand Visits,98,All of GB,Visits
750,S12000014,2017-2019,million pounds (GBP),21,All of GB,Expenditure
751,S12000014,2012-2014,Thousand Nights,106,Scotland,Nights
752,S12000014,2016-2018,Thousand Nights,318,Scotland,Nights
753,S12000014,2013-2015,Thousand Visits,104,All of GB,Visits
754,S12000014,2009-2011,million pounds (GBP),23,All of GB,Expenditure
755,S12000014,2009-2011,Thousand Nights,112,Scotland,Nights
756,S12000014,2017-2019,Thousand Nights,330,All of GB,Nights
757,S12000014,2011-2013,Thousand Visits,64,Scotland,Visits
758,S12000014,2011-2013,Thousand Visits,62,England,Visits
759,S12000014,2012-2014,Thousand Visits,54,Scotland,Visits
760,S12000014,2010-2012,Thousand Visits,154,All of GB,Visits
761,S12000014,2015-2017,Thousand Visits,215,All of GB,Visits
762,S12000014,2013-2015,Thousand Visits,53,England,Visits
763,S12000014,2016-2018,Thousand Visits,207,All of GB,Visits
764,S12000014,2014-2016,million pounds (GBP),29,All of GB,Expenditure
765,S12000014,2013-2015,million pounds (GBP),15,All of GB,Expenditure
766,S12000014,2015-2017,Thousand Nights,597,All of GB,Nights
767,S12000014,2015-2017,Thousand Visits,158,Scotland,Visits
768,S12000014,2010-2012,Thousand Visits,76,Scotland,Visits
769,S12000014,2017-2019,Thousand Nights,114,Scotland,Nights
770,S12000014,2016-2018,million pounds (GBP),30,All of GB,Expenditure
771,S12000014,2010-2012,Thousand Visits,78,England,Visits
772,S12000014,2012-2014,Thousand Visits,60,England,Visits
773,S12000014,2014-2016,Thousand Nights,353,Scotland,Nights
774,S12000014,2010-2012,million pounds (GBP),10,Scotland,Expenditure
775,S12000014,2015-2017,million pounds (GBP),29,All of GB,Expenditure
776,S12000014,2014-2016,million pounds (GBP),14,Scotland,Expenditure
777,S12000014,2014-2016,Thousand Nights,225,England,Nights
778,S12000014,2016-2018,Thousand Visits,139,Scotland,Visits
779,S12000014,2016-2018,Thousand Nights,274,England,Nights
780,S12000014,2017-2019,Thousand Nights,204,England,Nights
781,S12000014,2013-2015,Thousand Nights,85,Scotland,Nights
782,S12000014,2014-2016,Thousand Visits,60,England,Visits
783,S12000014,2012-2014,Thousand Visits,118,All of GB,Visits
784,S12000014,2015-2017,million pounds (GBP),16,Scotland,Expenditure
785,S12000014,2013-2015,Thousand Nights,161,England,Nights
786,S12000014,2014-2016,Thousand Nights,598,All of GB,Nights
787,S12000014,2017-2019,Thousand Visits,42,Scotland,Visits
788,S12000014,2017-2019,Thousand Visits,53,England,Visits
789,S12000014,2012-2014,Thousand Nights,177,England,Nights
790,S12000014,2013-2015,million pounds (GBP),10,England,Expenditure
791,S12000014,2009-2011,million pounds (GBP),19,England,Expenditure
792,S12000014,2016-2018,million pounds (GBP),16,England,Expenditure
793,S12000014,2017-2019,million pounds (GBP),11,England,Expenditure
794,S12000014,2012-2014,million pounds (GBP),9,Scotland,Expenditure
795,S12000014,2015-2017,million pounds (GBP),14,England,Expenditure
796,S12000014,2011-2013,million pounds (GBP),9,Scotland,Expenditure
797,S12000014,2009-2011,Thousand Nights,337,England,Nights
798,S12000014,2013-2015,Thousand Nights,256,All of GB,Nights
799,S12000014,2009-2011,million pounds (GBP),5,Scotland,Expenditure
800,S12000014,2013-2015,million pounds (GBP),4,Scotland,Expenditure
801,S12000014,2012-2014,Thousand Nights,293,All of GB,Nights
802,S12000014,2015-2017,Thousand Nights,366,Scotland,Nights
803,S12000014,2012-2014,million pounds (GBP),8,England,Expenditure
804,S12000014,2009-2011,Thousand Visits,63,Scotland,Visits
805,S12000014,2009-2011,Thousand Nights,449,All of GB,Nights
806,S12000014,2011-2013,Thousand Visits,126,All of GB,Visits
807,S12000014,2011-2013,million pounds (GBP),9,England,Expenditure
808,S12000014,2010-2012,million pounds (GBP),14,England,Expenditure
809,S12000014,2017-2019,million pounds (GBP),10,Scotland,Expenditure
810,S12000017,2013-2015,million pounds (GBP),491,All of GB,Expenditure
811,S12000017,2009-2011,million pounds (GBP),372,All of GB,Expenditure
812,S12000017,2013-2015,Thousand Visits,707,England,Visits
813,S12000017,2017-2019,Thousand Visits,1175,Scotland,Visits
814,S12000017,2016-2018,million pounds (GBP),219,Scotland,Expenditure
815,S12000017,2011-2013,Thousand Nights,3266,England,Nights
816,S12000017,2012-2014,Thousand Visits,1095,Scotland,Visits
817,S12000017,2010-2012,million pounds (GBP),189,England,Expenditure
818,S12000017,2009-2011,million pounds (GBP),206,England,Expenditure
819,S12000017,2011-2013,Thousand Visits,631,England,Visits
820,S12000017,2015-2017,Thousand Nights,3482,Scotland,Nights
821,S12000017,2011-2013,million pounds (GBP),197,Scotland,Expenditure
822,S12000017,2012-2014,Thousand Visits,607,England,Visits
823,S12000017,2012-2014,Thousand Nights,3060,England,Nights
824,S12000017,2016-2018,Thousand Visits,1709,All of GB,Visits
825,S12000017,2013-2015,Thousand Nights,3362,Scotland,Nights
826,S12000017,2014-2016,million pounds (GBP),220,Scotland,Expenditure
827,S12000017,2016-2018,Thousand Visits,979,Scotland,Visits
828,S12000017,2016-2018,Thousand Nights,3593,England,Nights
829,S12000017,2017-2019,Thousand Nights,3752,England,Nights
830,S12000017,2015-2017,million pounds (GBP),229,Scotland,Expenditure
831,S12000017,2013-2015,Thousand Visits,1721,All of GB,Visits
832,S12000017,2009-2011,Thousand Visits,706,England,Visits
833,S12000017,2012-2014,million pounds (GBP),210,England,Expenditure
834,S12000017,2012-2014,million pounds (GBP),212,Scotland,Expenditure
835,S12000017,2017-2019,Thousand Nights,4023,Scotland,Nights
836,S12000017,2016-2018,Thousand Visits,707,England,Visits
837,S12000017,2013-2015,million pounds (GBP),215,Scotland,Expenditure
838,S12000017,2011-2013,million pounds (GBP),419,All of GB,Expenditure
839,S12000017,2015-2017,Thousand Nights,3524,England,Nights
840,S12000017,2017-2019,Thousand Nights,7944,All of GB,Nights
841,S12000017,2009-2011,million pounds (GBP),163,Scotland,Expenditure
842,S12000017,2010-2012,Thousand Visits,1035,Scotland,Visits
843,S12000017,2014-2016,million pounds (GBP),502,All of GB,Expenditure
844,S12000017,2009-2011,Thousand Nights,3706,England,Nights
845,S12000017,2009-2011,Thousand Nights,3119,Scotland,Nights
846,S12000017,2014-2016,Thousand Nights,3534,England,Nights
847,S12000017,2011-2013,million pounds (GBP),213,England,Expenditure
848,S12000017,2013-2015,Thousand Nights,3355,England,Nights
849,S12000017,2010-2012,Thousand Nights,3445,Scotland,Nights
850,S12000017,2013-2015,Thousand Nights,6860,All of GB,Nights
851,S12000017,2017-2019,million pounds (GBP),244,England,Expenditure
852,S12000017,2016-2018,Thousand Nights,3435,Scotland,Nights
853,S12000017,2011-2013,Thousand Visits,1738,All of GB,Visits
854,S12000017,2011-2013,Thousand Nights,3360,Scotland,Nights
855,S12000017,2013-2015,Thousand Visits,989,Scotland,Visits
856,S12000017,2011-2013,Thousand Nights,6784,All of GB,Nights
857,S12000017,2014-2016,Thousand Nights,6906,All of GB,Nights
858,S12000017,2010-2012,million pounds (GBP),379,All of GB,Expenditure
859,S12000017,2009-2011,Thousand Visits,1596,All of GB,Visits
860,S12000017,2012-2014,Thousand Nights,3413,Scotland,Nights
861,S12000017,2014-2016,Thousand Visits,1663,All of GB,Visits
862,S12000017,2010-2012,million pounds (GBP),186,Scotland,Expenditure
863,S12000017,2017-2019,Thousand Visits,743,England,Visits
864,S12000017,2017-2019,Thousand Visits,1950,All of GB,Visits
865,S12000017,2012-2014,Thousand Nights,6636,All of GB,Nights
866,S12000017,2016-2018,million pounds (GBP),245,England,Expenditure
867,S12000017,2014-2016,Thousand Visits,707,England,Visits
